ParamSetup
sysdiagrams


ParamSetup
RobotSetupItems
Index,Label,Tab,DataSource,Datatype,PLCTag,ProgName1,VarName1,ProgName2,VarName2,DBName,DBTableName,DBRowName,DBColumnName,RegPath,RegKey,Edit,Min,Max,Scale,Precision,UseCbo,CustomCBO,Formula,Display,PainterOnly
120,psPFEAlarmText49,PFEAlarms,PLC,string    ,Z1PFEAlarmText49,,,,,,,,,,,True,0,0,1,,,,,False,
121,psPFEAlarmNum50,PFEAlarms,PLC,int       ,Z1PFEAlarmNum50,,,,,,,,,,,True,0,100000,1,,,,,False,
122,psPFEAlarmText50,PFEAlarms,PLC,string    ,Z1PFEAlarmText50,,,,,,,,,,,True,0,0,1,,,,,False,


ParamSetup
ItemsTemplate
Index,Label,Tab,DataSource,Datatype,PLCTag,ProgName1,VarName1,ProgName2,VarName2,DBName,DBTableName,DBRowName,DBColumnName,RegPath,RegKey,Edit,Min,Max,Scale,Precision,UseCbo,CustomCBO,Formula,Display,PainterOnly
1,psAflowAdaptModeEnabled,General,robot,int       ,,pavrafgl,op_mode,,,,,,,,,True,2,3,1,0,True,psYES;2;psNO;3,,True,True
2,psAflowToleranceBand,General,robot,real      ,,pavrafgl,flow_outs,,,,,,,,,True,0,99.9,0.1,1,False,,,True,True
3,psAflowMinToleranceBand,General,robot,int       ,,pavrafgl,tol_band,,,,,,,,,True,2,100,1,0,False,,,True,True
4,psAflowSampleAmount,General,robot,int       ,,pavrafgl,sample_amt,,,,,,,,,True,1,5,1,0,False,,,True,True
5,psAflowNormalGainMod,General,robot,real      ,,pavrafgl,gain_mod,,,,,,,,,True,1,125,0.1,1,False,,,True,True
6,psAflowPulsingPumpGain,General,robot,real      ,,pavrafgl,low_gain_mod,,,,,,,,,True,1,75.5,0.1,1,False,,,True,True
7,psAflowHysteresis,Calibration,robot,boolean   ,,pavrafgl,do_hyster,,,,,,,,,True,0,0,1,0,False,,,True,True
8,psAflowLevelingTries,Calibration,robot,int       ,,pavrafgl,leveling_try,,,,,,,,,True,1,5,1,0,False,,,True,True
9,psAflowCalTimeout,Calibration,robot,int       ,,pavrafgl,cal_time_out,,,,,,,,,True,10,60,1,0,False,,,True,True
10,psAflowCalStepDelay,calibration,robot,int       ,,pavrafgl,cal_step_del,,,,,,,,,True,200,2000,1,0,False,,,True,True
11,psAflowFlowInTolTries,Table Adjustment,robot,int       ,,pavrafgl,flow_trys,,,,,,,,,True,1,8,1,0,False,,,True,True
12,psAflowIPSB,Table Adjustment,robot,real      ,,pavrafgl,ipsb,,,,,,,,,True,5,99.9,0.1,1,False,,,True,True
13,psAflowKFTFactor,Equip Characteristic,robot,int       ,,pavrafgl,kft,,,,,,,,,True,1,9999,1,0,False,,,True,True
14,psAflowTriggerDelay,Equip Characteristic,robot,int       ,,pavrafgl,clo_loop_del,,,,,,,,,True,0,9999,1,0,False,,,True,True
15,psAflowFlowDelay,Equip Characteristic,robot,int       ,,pavrafgl,flow_delay,,,,,,,,,True,0,9999,1,0,False,,,True,True
16,psAflowTimeUp,Equip Characteristic,robot,int       ,,pavrafgl,time_up,,,,,,,,,True,0,9999,1,0,False,,,True,True
17,psAflowTimeDown,Equip Characteristic,robot,int       ,,pavrafgl,time_down,,,,,,,,,True,0,9999,1,0,False,,,True,True
18,psFlowAdaptiveTolerance,Alarm,robot,real      ,,pavrafgl,adaptive_tol,,,,,,,,,True,5,99.9,0.1,1,False,,,True,True
19,psAflowMaxErrorFromSetPt,Alarm,robot,real      ,,pavrafgl,max_st_pt_er,,,,,,,,,True,5,99.9,0.1,1,False,,,True,True
20,psAflowMaxControlOut,Alarm,robot,int       ,,pavrafgl,max_out_ms,,,,,,,,,True,0,9999,1,0,False,,,True,True
21,psAflowMinSetPtReached,Alarm,robot,int       ,,pavrafgl,min_st_pt_ms,,,,,,,,,True,0,9999,1,0,False,,,True,True
22,psAflowGracePeriod,Alarm,robot,int       ,,pavrafgl,af_grace_ms,,,,,,,,,True,0,9999,1,0,False,,,True,True
23,Integer Register,,robot,integer   ,,*NUMREG*,1,,,,,,,,,,0,0,1,,,,,,
24,Real Register,,robot,single    ,,*NUMREG*,2,,,,,,,,,,0,0,1,,,,,,
25,String Register,,robot,string    ,,*STRREG*,1,,,,,,,,,,0,0,1,,,,,,


ParamSetup
PWIIISetupTabs
Index,TabLabel,TabTag,UseZone,UseController,UseArm,UseColor,UseValve,UseCustomParm,CustomParm,HelpFile
1,psDaysToKeep,DaysToKeep          ,True,False,False,False,False,False,,[2.0]ConfigurationMenu\PWIIISetup.htm


ParamSetup
RobotSetupTabs
Index,TabLabel,TabTag,UseZone,UseController,UseArm,UseColor,UseValve,UseCustomParm,CustomParm,HelpFile
1,psColorChange,ColorChange         ,True,True,False,False,False,False,,[2.0]ConfigurationMenu\RobotSetupColorChange.htm
2,psArmOptions,ArmOptions          ,True,True,True,False,False,False,,[2.0]ConfigurationMenu\RobotSetupArmOptions.htm
4,psCommonOptions,CommonOptions       ,True,True,False,False,False,False,,[2.0]ConfigurationMenu\RobotSetupCommonOptions.htm
5,psEstatSetup,EstatSetup          ,True,True,True,False,False,False,,[2.0]ConfigurationMenu\RobotSetupEstatSetup.htm
6,psEstatTrack,EstatTracking       ,True,True,False,False,False,False,,[2.0]ConfigurationMenu\RobotSetupEstatTracking.htm
7,psLineTracking,LineTracking        ,True,True,False,False,False,True,psSchedule;1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8,[2.0]ConfigurationMenu\RobotSetupTracking.htm
8,psShapingAirSetup,Shaping Air Setup   ,True,True,True,False,False,False,,[2.0]ConfigurationMenu\RobotSetupShaping.htm


ParamSetup
TabsTemplate
Index,TabLabel,TabTag,UseZone,UseController,UseArm,UseColor,UseValve,UseCustomParm,CustomParm,HelpFile
1,psDaysToKeep,DaysToKeep          ,True,False,False,False,False,False,,[2.0]ConfigurationMenu\PWIIISetup.htm
2,psPFEAlarms,PFEAlarms           ,True,False,False,False,False,False,,[2.0]ConfigurationMenu\PWIIISetup.htm


ParamSetup
AccuFlowSetupTabs
Index,TabLabel,TabTag,UseZone,UseController,UseArm,UseColor,UseValve,UseCustomParm,CustomParm,HelpFile
1,psAflowGeneral,General             ,True,True,False,False,False,False,,
2,psAflowCalibration,Calibration         ,True,True,False,False,False,False,,
3,psAflowTableAdjustment,Table Adjustment    ,True,True,False,False,False,False,,
4,psAflowEquipmentCharacteristics,Equip Characteristic,True,True,False,False,False,False,,
5,psAflowAlarm,Alarm               ,True,True,False,False,False,False,,


ParamSetup
AccuFlowSetupItems


ParamSetup
RobotSetupSealerItems
Index,Label,Tab,DataSource,Datatype,PLCTag,ProgName1,VarName1,ProgName2,VarName2,DBName,DBTableName,DBRowName,DBColumnName,RegPath,RegKey,Edit,Min,Max,Scale,Precision,UseCbo,CustomCBO,Formula,Display,PainterOnly
1,psHoldCycleHigh,BoothSetup,Robot,Boolean   ,,*SYSTEM*,$SLCELLSU[1].PULS_CYC_CMP,,,,,,,,,False,0,0,1,,True,psHOLDHIGH;1;psPULSE;0,,,False
2,psPLCRecovery,BoothSetup,Robot,Boolean   ,,,$SLCELLSU[1].PLC_ERR_RECV,,,,,,,,,False,0,0,1,,True,psDISABLED;0;psENABLED;1,,,False
3,psPLCFaultReport,BoothSetup,Robot,Boolean   ,,,$SHELL_CFG.$ERR_REPORT,,,,,,,,,False,0,0,1,,True,psDISABLED;0;psENABLED;1,,,False
6,psRobotStateReport,BoothSetup,Robot,Boolean   ,,,$SLCELLSU[1].ROBOT_STATES,,,,,,,,,False,0,0,1,,True,psDISABLED;0;psENABLED;1,,,False
8,psTPFaultRecovery,BoothSetup,Robot,Boolean   ,,,$SLCELLSU[1].TP_ERR_RECV,,,,,,,,,False,0,0,1,,True,psDISABLED;0;psENABLED;1,,,False
20,psHighPressFaultDelay,DispenseSetup,Robot,integer   ,,,$SLSETUP[1].HIPRES_TIME,,,,,,,,,True,0,9999,1,,,,,,False
21,psLowPressFaultDelay,DispenseSetup,Robot,integer   ,,,$SLSETUP[1].LOPRES_TIME,,,,,,,,,True,0,9999,1,,,,,,False
22,psMaxPressValue,DispenseSetup,Robot,integer   ,,,$SLSETUP[1].MAX_PRESSURE,,,,,,,,,True,0,9999,1,,,,,,False
23,psMinPressValue,DispenseSetup,Robot,integer   ,,,$SLSETUP[1].MIN_PRESSURE,,,,,,,,,True,0,9999,1,,,,,,False
24,psGlobalMatFactor,DispenseSetup,Robot,integer   ,,,$SLSETUP[1].M_FACTOR,,,,,,,,,True,0,9999,1,,,,,,False
30,psAccuPathUsed,RobotSetup,Robot,Boolean   ,,,$VCCFG.$VC_DISABLE,,,,,,,,,False,0,0,1,,True,psFALSE;1;psTRUE;0,,,False
31,psMCPJogAvailable,RobotSetup,Robot,integer   ,,SLSHELL,MCP_JOG_USED,,,,,,,,,True,0,0,1,,True,psFALSE;0;psTRUE;1,,,False
32,psColdStartOnPowerUp,RobotSetup,Robot,Boolean   ,,,$SEMIPOWERFL,,,,,,,,,True,0,0,1,,True,psFALSE;0;psTRUE;1,,,False
33,psControllerFNumber,RobotSetup,Robot,String    ,,,$FNO,,,,,,,,,True,0,0,1,,,,,,False
34,psRobotMotionDisabled,RobotSetup,Robot,Boolean   ,,,$MCR_GRP[1].$MACHINELOCK,,,,,,,,,True,0,0,1,,True,psFALSE;0;psTRUE;1,,,False
35,psUOPSEnabled,RobotSetup,Robot,Boolean   ,,,$OPWORK.$UOP_DISABLE,,,,,,,,,True,0,0,1,,True,psDISABLED;1;psENABLED;0,,,False
36,psWaitInterferenceZoneDelay,RobotSetup,Robot,integer   ,,,$IZONEIO.$INTZON_TOUT,,,,,,,,,True,0,9999,1,,,,,,False


ParamSetup
RobotSetupSealerTabs
Index,TabLabel,TabTag,UseZone,UseController,UseArm,UseColor,UseValve,UseCustomParm,CustomParm,HelpFile
1,RobotSetupSealerTabs,BoothSetup          ,True,True,False,False,False,False,,[2.0]ConfigurationMenu\RobotSetupSealerBoothSetup.htm
2,psDispenseSetup,DispenseSetup       ,True,True,,False,False,False,,[2.0]ConfigurationMenu\RobotSetupSealerDispenseSetup.htm
4,psRobotSetupSealerTab,RobotSetup          ,True,True,,False,False,False,,[2.0]ConfigurationMenu\RobotSetupSealerRobotSetup.htm


ParamSetup
ScreenList
Index,ScreenName,TableName
1,psPWIVSetup,PWIIISetup
2,psRobotSetup,RobotSetup
3,psAccuflowSetup,AccuFlowSetup


